flight_id,departure_ts,carrier,departure_airport,arrival_airport,distance,delayed_15_min
AEWUY03,2019-05-01 08:49:00,OO,SFO,RDD,199,0
UGESE05,2019-05-01 08:52:00,NW,DTW,DEN,1123,0
GLCKN02,2019-05-01 08:52:00,CO,EWR,AUS,1504,0
ICUVQ08,2019-05-01 08:55:00,EV,CVG,BUF,410,0
ETEUS07,2019-05-01 09:05:00,OO,SLC,SGU,269,0
QFRIH03,2019-05-01 09:05:00,AQ,SNA,OGG,2513,0
VAJKC03,2019-05-01 09:09:00,AA,DFW,AUS,190,0
DGUNF06,2019-05-01 09:15:00,NW,LAS,LAX,236,0
AGHFP03,2019-05-01 09:17:00,WN,PHX,OAK,646,1
MHQOO04,2019-05-01 09:18:00,YV,ORD,CLT,599,0
IFXUE01,2019-05-01 09:18:00,AA,DFW,LGA,1389,0
TBYJJ07,2019-05-01 09:20:00,WN,RNO,OAK,180,0
KQLHX07,2019-05-01 09:24:00,XE,JAN,IAH,351,0
MOQQD08,2019-05-01 09:27:00,NW,MSP,TUS,1298,0
PPIOK03,2019-05-01 09:33:00,AA,ORD,RNO,1671,1
ASVMD01,2019-05-01 09:35:00,WN,OAK,BUR,325,0
USPEV04,2019-05-01 09:36:00,DL,ATL,FLL,581,0
XKQIX09,2019-05-01 09:40:00,XE,MDW,CLE,307,0
CLYHF08,2019-05-01 09:45:00,WN,MDW,PHL,668,1
MOZSJ06,2019-05-01 09:50:00,EV,CAE,CVG,404,1
KQKTP07,2019-05-01 09:55:00,EV,SLC,STL,1156,0
LYKOH03,2019-05-01 09:56:00,CO,EWR,ATL,745,0
QWSZV01,2019-05-01 10:00:00,WN,MDW,BDL,777,0
TZXYX01,2019-05-01 10:02:00,OO,DEN,BIS,517,0
XLFKY02,2019-05-01 10:04:00,OO,TYS,ORD,475,0
OBKOJ01,2019-05-01 10:14:00,DL,ATL,MEM,332,1
IACHU02,2019-05-01 10:19:00,MQ,DFW,MLI,691,0
ZQXLG03,2019-05-01 10:23:00,EV,ILM,ATL,377,0
TZQQR04,2019-05-01 10:25:00,OO,BTM,SLC,357,0
XBINX02,2019-05-01 10:29:00,AA,JAX,DFW,919,0
ZCPNL06,2019-05-01 10:30:00,WN,ORF,BWI,159,0
YUUCW02,2019-05-01 10:30:00,WN,BUR,SJC,296,0
MZHXT05,2019-05-01 10:34:00,F9,DEN,MSP,680,0
UCNHE09,2019-05-01 10:35:00,OH,LGA,RIC,292,0
CVXIN04,2019-05-01 10:40:00,DL,PDX,CVG,1975,0
MCMPM03,2019-05-01 10:42:00,CO,EWR,TPA,998,0
JNKSI08,2019-05-01 10:44:00,AA,DFW,AUS,190,0
EYXVP04,2019-05-01 10:45:00,MQ,CLT,ORD,599,0
AILJC03,2019-05-01 10:51:00,MQ,ORD,GRB,174,0
QNJDL01,2019-05-01 10:51:00,AA,DFW,ATL,732,0
SFGQQ03,2019-05-01 10:53:00,OO,LAX,FAT,209,0
OXLOP03,2019-05-01 10:57:00,XE,IAH,CRP,201,0
XTJRI01,2019-05-01 11:03:00,MQ,BOS,LGA,185,0
MIZOX07,2019-05-01 11:04:00,AA,DCA,DFW,1192,0
BNDIQ07,2019-05-01 11:06:00,MQ,SBA,LAX,89,0
DYQBR09,2019-05-01 11:07:00,UA,SFO,DEN,967,0
CAJAT09,2019-05-01 11:11:00,NW,JFK,MSP,1028,0
GQBAX09,2019-05-01 11:16:00,NW,MSP,BOI,1142,0
IMUGN01,2019-05-01 11:17:00,EV,ATL,CRP,876,0
IYDEX07,2019-05-01 11:24:00,EV,JAC,SLC,205,0
AUQNA05,2019-05-01 11:25:00,WN,OAK,BNA,1959,1
IBUUQ06,2019-05-01 11:28:00,US,PIT,PHL,267,0
AGWZR01,2019-05-01 11:33:00,MQ,MSN,ORD,109,0
ZOJRP09,2019-05-01 11:38:00,WN,LAS,RNO,345,1
NRHDH01,2019-05-01 11:38:00,MQ,AMA,DFW,313,0
FYEFE08,2019-05-01 11:41:00,AA,BOS,ORD,867,0
AAHNA08,2019-05-01 11:43:00,DL,MSP,ATL,906,0
MYMCU08,2019-05-01 11:45:00,CO,IAH,MFE,316,0
AERKD02,2019-05-01 11:45:00,FL,ATL,LGA,761,0
POZWC09,2019-05-01 11:45:00,AS,ANC,SCC,626,0
FRION09,2019-05-01 11:50:00,MQ,ORD,LIT,552,0
TAHUU08,2019-05-01 11:55:00,US,PWM,DCA,482,0
RFTPF05,2019-05-01 11:55:00,NW,GRR,DTW,120,0
DLTSN01,2019-05-01 11:58:00,AQ,OGG,HNL,100,0
PNCST09,2019-05-01 12:00:00,OH,RSW,CVG,879,1
UGMSV03,2019-05-01 12:08:00,NW,SJC,MSP,1576,0
NOKDP09,2019-05-01 12:13:00,NW,DTW,MCI,629,0
ELOQR07,2019-05-01 12:14:00,OO,SFO,SBA,262,0
FXROH09,2019-05-01 12:15:00,WN,PHL,BDL,196,0
CDUOP06,2019-05-01 12:16:00,HP,PHX,MSP,1276,0
HAJUS08,2019-05-01 12:17:00,FL,ATL,CAK,528,0
QNJDH06,2019-05-01 12:18:00,OO,DSM,DEN,589,0
UALKI01,2019-05-01 12:20:00,XE,JAN,IAH,351,0
GGXLX07,2019-05-01 12:23:00,NW,SFO,MEM,1807,0
DGXMW04,2019-05-01 12:29:00,AA,DFW,SNA,1205,0
TTWHQ08,2019-05-01 12:35:00,WN,HOU,DAL,239,0
QNNIZ09,2019-05-01 12:35:00,CO,EWR,RSW,1068,0
VPWTO03,2019-05-01 12:35:00,NW,GSO,DTW,460,0
QHWCQ07,2019-05-01 12:35:00,DL,ATL,DCA,547,0
USOFZ05,2019-05-01 12:36:00,DL,SAV,ATL,215,0
NIIWG07,2019-05-01 12:39:00,AA,SFO,LAX,337,0
RBBPX03,2019-05-01 12:43:00,OO,LAX,SBP,155,0
XRRNP07,2019-05-01 12:46:00,AA,LAX,HNL,2556,0
CUUOT08,2019-05-01 12:50:00,XE,BHM,IAH,562,0
KESIH09,2019-05-01 12:55:00,WN,LAS,RNO,345,0
XOTFW04,2019-05-01 12:57:00,AA,DFW,STL,551,0
MFTMH07,2019-05-01 12:57:00,NW,MSP,ATL,906,0
VVVET07,2019-05-01 13:00:00,XE,RSW,IAH,861,0
CHQNE01,2019-05-01 13:02:00,AA,DFW,CMH,927,0
XXKST09,2019-05-01 13:07:00,AA,ORD,MSY,837,0
XNLQA07,2019-05-01 13:09:00,XE,IAH,XNA,438,0
TTRLX04,2019-05-01 13:15:00,OO,CDC,SLC,221,0
PXCVS09,2019-05-01 13:22:00,NW,MSP,BDL,1050,0
ZNJMC05,2019-05-01 13:25:00,WN,MDW,PHL,668,0
HXDZV03,2019-05-01 13:25:00,EV,BNA,ATL,214,0
HKIFU03,2019-05-01 13:27:00,MQ,ORD,IAD,589,0
LFJUL01,2019-05-01 13:29:00,XE,IAH,MOB,427,0
KCDYV04,2019-05-01 13:30:00,WN,MDW,PIT,402,0
AYVIE02,2019-05-01 13:37:00,AA,DFW,ELP,551,0
ZAJAL05,2019-05-01 13:38:00,HP,SJC,LAS,386,0
DDQHV01,2019-05-01 13:40:00,WN,JAX,TPA,180,0
CIOHB09,2019-05-01 13:40:00,MQ,DFW,TYS,772,0
IOOPV07,2019-05-01 13:44:00,AA,SFO,BOS,2704,0
FGSPK05,2019-05-01 13:57:00,EV,ATL,FNT,644,0
JCSLM09,2019-05-01 13:58:00,US,CHS,CLT,168,0
HIBYQ02,2019-05-01 13:58:00,AS,ANC,FAI,261,1
ESKLD02,2019-05-01 14:01:00,US,STT,CLT,1520,0
BCDQR04,2019-05-01 14:02:00,DL,ATL,JFK,760,0
RHKQB04,2019-05-01 14:03:00,WN,SMF,ONT,389,0
BYTIS03,2019-05-01 14:05:00,OO,SAN,LAX,109,0
VAWCX08,2019-05-01 14:06:00,AA,MIA,LAX,2342,0
WBRLD08,2019-05-01 14:10:00,OH,GRR,CVG,268,0
HYNTV07,2019-05-01 14:23:00,CO,EWR,DCA,199,0
UCPWE03,2019-05-01 14:24:00,OO,BHM,DEN,1082,1
RBZZP07,2019-05-01 14:24:00,CO,SNA,IAH,1347,0
EYXZY06,2019-05-01 14:25:00,WN,LAS,PIT,1910,0
DOEQP04,2019-05-01 14:28:00,DL,SAV,ATL,215,0
QLBXE06,2019-05-01 14:30:00,WN,PHX,BNA,1448,0
GVPWD03,2019-05-01 14:33:00,CO,IAH,SAN,1303,0
LETQP01,2019-05-01 14:40:00,CO,IAH,MFE,316,0
JQEKT08,2019-05-01 14:40:00,OO,SAN,SLC,626,0
EDUAS08,2019-05-01 14:47:00,HP,DEN,PHX,602,0
UMAOD04,2019-05-01 14:50:00,WN,SJC,SAN,417,0
PTNJP01,2019-05-01 14:53:00,US,BOS,LGA,185,0
VFRCN07,2019-05-01 14:56:00,NW,SRQ,DTW,1023,0
RIPOU09,2019-05-01 15:00:00,OO,SLC,PIH,150,0
JINEM05,2019-05-01 15:03:00,DH,CHS,IAD,441,1
TOGBZ08,2019-05-01 15:05:00,OH,BNA,CVG,230,0
UENIA07,2019-05-01 15:05:00,WN,MDW,OMA,423,0
ICZRW05,2019-05-01 15:06:00,FL,ATL,FLL,581,0
ZGWOA09,2019-05-01 15:07:00,EV,ROA,ATL,357,0
AIQHN04,2019-05-01 15:11:00,NW,LAN,DTW,74,0
URBXA07,2019-05-01 15:12:00,EV,ATL,GRR,640,0
ZMOZQ04,2019-05-01 15:13:00,CO,MCO,IAH,853,0
BNTXO01,2019-05-01 15:13:00,NW,DTW,CMH,155,0
ZZFYB08,2019-05-01 15:19:00,OO,MFR,SFO,329,1
JIMLV04,2019-05-01 15:20:00,WN,SEA,ABQ,1180,1
HOCMF09,2019-05-01 15:20:00,WN,MDW,PHX,1444,0
BJPYK08,2019-05-01 15:21:00,FL,DEN,ATL,1199,0
GFHDU06,2019-05-01 15:22:00,NW,DTW,LAX,1979,0
AVARR07,2019-05-01 15:26:00,NW,DTW,MKE,238,0
XYUBU03,2019-05-01 15:28:00,OO,ORD,FAR,557,1
SEJBW01,2019-05-01 15:35:00,NW,DTW,LAN,74,0
NLZWX09,2019-05-01 15:40:00,WN,ABQ,PHX,328,0
EAPHU06,2019-05-01 15:40:00,WN,HOU,JAN,359,0
ZRRFX09,2019-05-01 15:41:00,AA,AUS,SJC,1476,1
HXTYQ01,2019-05-01 15:45:00,XE,STL,CLE,487,1
SEQIF08,2019-05-01 15:48:00,OO,SLC,EKO,200,0
CJDMO04,2019-05-01 15:48:00,DL,ATL,BTR,449,0
NNCHA09,2019-05-01 16:00:00,YV,PHL,IAD,134,0
TAHUP07,2019-05-01 16:06:00,WN,MDW,LAX,1750,1
PMMCW05,2019-05-01 16:10:00,WN,LAS,MHT,2356,0
FOUUR05,2019-05-01 16:10:00,HP,PHX,GEG,1020,0
YQFOS06,2019-05-01 16:20:00,MQ,LAX,SBA,89,0
SIVYL04,2019-05-01 16:24:00,AA,STT,MIA,1107,0
WNXNM03,2019-05-01 16:30:00,WN,BNA,MHT,938,0
FZXLY03,2019-05-01 16:30:00,HA,HNL,LIH,102,0
IUNCY04,2019-05-01 16:31:00,OO,SLC,SUN,223,0
UTNAK02,2019-05-01 16:33:00,DL,CVG,DFW,812,0
RNOXO09,2019-05-01 16:38:00,CO,MSY,IAH,305,0
WFTIE06,2019-05-01 16:38:00,YV,EWR,IAD,213,0
MTQNX03,2019-05-01 16:40:00,MQ,LGA,BOS,185,1
ZINUJ04,2019-05-01 16:46:00,AS,SEA,ANC,1449,0
TOOMR07,2019-05-01 16:50:00,WN,MCO,FLL,178,1
PWTRU01,2019-05-01 16:50:00,XE,BTR,IAH,253,0
UNHPO06,2019-05-01 16:54:00,YV,ASE,DEN,125,1
WIEDP05,2019-05-01 16:56:00,CO,FLL,EWR,1065,0
PJXRX08,2019-05-01 17:00:00,OH,JFK,BOS,187,0
LDJQH04,2019-05-01 17:00:00,YV,MSP,CLT,930,0
XQDAN09,2019-05-01 17:03:00,MQ,CMH,RDU,361,0
RNUXZ06,2019-05-01 17:06:00,DH,IAD,BDL,326,0
UXVYN01,2019-05-01 17:07:00,UA,ALB,ORD,723,0
QHWHZ05,2019-05-01 17:10:00,OH,RSW,CVG,879,0
GHGUZ07,2019-05-01 17:12:00,AS,PDX,SNA,859,0
JKHRG08,2019-05-01 17:15:00,EV,TRI,ATL,227,0
TXOZY05,2019-05-01 17:16:00,NW,DTW,IND,231,0
SZJWR07,2019-05-01 17:24:00,B6,BOS,IAD,413,0
ISHPN02,2019-05-01 17:25:00,AS,SEA,LAX,954,0
TSPRN04,2019-05-01 17:30:00,DL,BDL,CVG,661,0
ANGFK02,2019-05-01 17:34:00,EV,ATL,SYR,793,1
MUMXL07,2019-05-01 17:36:00,US,BWI,PIT,210,0
SDLYG05,2019-05-01 17:36:00,OO,FCA,SLC,532,0
MHUQA06,2019-05-01 17:38:00,DL,BOS,LAX,2611,0
NVUUD07,2019-05-01 17:43:00,HA,OGG,HNL,100,0
RHBPK07,2019-05-01 17:43:00,WN,HOU,AUS,148,1
MSELX08,2019-05-01 17:48:00,FL,DAY,BWI,406,0
ZMFQM09,2019-05-01 17:49:00,AS,SEA,SJC,697,0
BBEZB06,2019-05-01 17:51:00,AA,MIA,LAX,2342,0
BGTFJ07,2019-05-01 17:52:00,AA,MCO,MIA,193,0
QLCIE03,2019-05-01 18:00:00,UA,ORD,LAX,1745,0
LWKAK04,2019-05-01 18:00:00,UA,PHL,ORD,678,0
DJTEW06,2019-05-01 18:05:00,WN,ONT,PHX,325,0
KLFQS04,2019-05-01 18:12:00,HP,PHX,LAS,256,0
MDHSX03,2019-05-01 18:12:00,WN,OAK,ONT,361,0
PZTLY07,2019-05-01 18:13:00,AA,XNA,ORD,522,1
VABBC09,2019-05-01 18:18:00,AA,IAD,DFW,1172,0
ZFVQR06,2019-05-01 18:19:00,OO,SGF,DEN,637,1
HFMJA07,2019-05-01 18:19:00,XE,ORF,CLE,435,0
BITVU04,2019-05-01 18:22:00,MQ,LAX,FAT,209,0
AAEOB01,2019-05-01 18:24:00,UA,IAD,PDX,2327,0
SLVFP05,2019-05-01 18:25:00,CO,ATL,IAH,689,0
WZRJP04,2019-05-01 18:25:00,EV,ISP,ATL,795,1
OCFMF06,2019-05-01 18:27:00,XE,DCA,CLE,310,0
LJYWX08,2019-05-01 18:32:00,AA,DFW,PHX,868,0
XTCWX05,2019-05-01 18:33:00,US,PHL,BUF,279,0
HOIZM05,2019-05-01 18:40:00,WN,BWI,MCO,787,0
WHIPG01,2019-05-01 18:42:00,OO,BOI,SFO,522,0
TYUUP05,2019-05-01 18:44:00,NW,LAS,MSP,1300,1
LLQFV07,2019-05-01 18:47:00,OO,FAT,LAX,209,0
NIQAH06,2019-05-01 18:48:00,AA,DFW,MEM,432,0
ZVBWF04,2019-05-01 18:53:00,AQ,HNL,ITO,216,0
NDHGR02,2019-05-01 18:56:00,US,BOS,DCA,399,0
MKBRD01,2019-05-01 19:00:00,WN,DAL,LIT,296,1
HTMOO06,2019-05-01 19:01:00,EV,BZN,SLC,347,0
PKLDA02,2019-05-01 19:02:00,XE,IAH,PNS,489,0
IPFSB05,2019-05-01 19:05:00,NW,BUF,DTW,240,0
IQTOL04,2019-05-01 19:06:00,MQ,ORD,TVC,224,1
MZQAC09,2019-05-01 19:07:00,MQ,DFW,CLT,936,0
TPGZJ06,2019-05-01 19:08:00,DL,CVG,PHL,507,0
DYJUV06,2019-05-01 19:10:00,UA,PHL,ORD,678,0
WRSVR06,2019-05-01 19:13:00,US,PBI,PHL,951,0
RPFMP04,2019-05-01 19:17:00,AS,SMF,PDX,479,0
HNOVA07,2019-05-01 19:19:00,MQ,SJC,LAX,308,0
NMGEP09,2019-05-01 19:19:00,DL,EWR,ATL,745,0
YKMWR07,2019-05-01 19:22:00,AA,IAD,MIA,921,0
GHWYN01,2019-05-01 19:23:00,WN,ABQ,LAX,677,1
UFYNF01,2019-05-01 19:25:00,DH,IAD,BNA,542,0
LOZQW08,2019-05-01 19:27:00,US,PHX,SNA,338,0
SQDUT05,2019-05-01 19:31:00,US,TPA,PIT,873,0
HGUCN02,2019-05-01 19:35:00,OH,PHL,ATL,665,0
DSRNJ01,2019-05-01 19:36:00,XE,GSO,EWR,446,0
IRODM01,2019-05-01 19:36:00,US,MCO,PHL,861,1
RAZXC06,2019-05-01 19:40:00,FL,MCO,PHL,861,0
CYMCP02,2019-05-01 19:40:00,EV,ATL,GSO,306,0
SFNUU01,2019-05-01 19:45:00,OO,ORD,XNA,522,0
MZFRK01,2019-05-01 19:49:00,WN,LAS,HOU,1235,0
CGFPA05,2019-05-01 19:50:00,FL,ATL,MIA,595,0
NEVXY02,2019-05-01 19:52:00,DL,ATL,SAV,215,0
VKCFQ07,2019-05-01 20:00:00,XE,EWR,PIT,319,1
FMMOY08,2019-05-01 20:02:00,DL,ATL,DFW,732,0
BSRHS08,2019-05-01 20:04:00,XE,EWR,BWI,169,1
VQPRG01,2019-05-01 20:05:00,DL,JFK,LAX,2475,1
PKHHP01,2019-05-01 20:06:00,OO,ORD,FSD,462,0
EQAWT06,2019-05-01 20:13:00,US,ROC,PHL,257,0
MDCDF03,2019-05-01 20:17:00,OO,RDD,SFO,199,0
AMWUC01,2019-05-01 20:28:00,AA,MIA,DEN,1709,0
FBBVH05,2019-05-01 20:30:00,EV,ATL,AZO,596,0
LGUXZ01,2019-05-01 20:33:00,MQ,MKE,ORD,67,1
PBCES07,2019-05-01 20:37:00,HP,FLL,LAS,2174,0
ZCHDL08,2019-05-01 20:43:00,AA,DFW,PDX,1616,0
VFGFT07,2019-05-01 20:45:00,WN,SLC,PHX,507,0
BIWHR05,2019-05-01 20:57:00,UA,JFK,LAX,2475,0
UUQJT07,2019-05-01 21:02:00,UA,LGA,ORD,733,1
SSTZI07,2019-05-01 21:04:00,DL,SLC,SMF,532,0
DPPRC05,2019-05-01 21:05:00,OH,LGA,CVG,585,0
CPARN02,2019-05-01 21:28:00,WN,SAN,PHX,304,0
XULXI06,2019-05-01 21:34:00,AS,PDX,ANC,1542,0
EJZMM05,2019-05-01 21:35:00,WN,BWI,MHT,377,0
LXDTS09,2019-05-01 21:54:00,YV,MCI,ORD,403,1
IMVRX09,2019-05-01 21:55:00,WN,RNO,LAS,345,0
JZVVR04,2019-05-01 22:02:00,EV,ATL,MDT,619,0
XRPKC08,2019-05-01 22:12:00,XE,EWR,DCA,199,1
KVMKA04,2019-05-01 22:23:00,AA,ORD,MCI,403,0
PKUCT01,2019-05-01 22:33:00,DL,ATL,MCI,692,0
YUCBX09,2019-05-01 22:37:00,NW,SEA,DTW,1927,0
PAZRM09,2019-05-01 22:40:00,OO,LAX,SMX,135,0
RWSKR08,2019-05-01 22:46:00,US,LAS,MSP,1300,0
DFCBX03,2019-05-01 22:58:00,US,PHL,PIT,267,1
PGKZG08,2019-05-02 05:20:00,OH,PWM,CVG,810,0
BEAEL01,2019-05-02 05:26:00,FL,MLI,ATL,633,0
PTXTE08,2019-05-02 05:28:00,DL,FLL,ATL,581,0
RYHKH04,2019-05-02 05:33:00,OO,EKO,SLC,200,0
HODVH04,2019-05-02 05:52:00,US,ORD,PIT,412,0
QSVUK08,2019-05-02 05:54:00,XE,SDF,CLE,304,0
ZZLIB03,2019-05-02 05:58:00,DL,DAY,ATL,432,0
SKKQQ07,2019-05-02 06:01:00,NW,BDL,DTW,548,0
CMMSV08,2019-05-02 06:17:00,YV,HDN,DEN,142,0
HORMB01,2019-05-02 06:24:00,FL,FLL,ATL,581,0
ELRXZ07,2019-05-02 06:26:00,NW,COS,MSP,725,0
WGCIM02,2019-05-02 06:29:00,MQ,LGA,RDU,431,0
QEWEY03,2019-05-02 06:39:00,UA,ORD,LAS,1515,0
NZBLO05,2019-05-02 06:40:00,OO,PIH,SLC,150,0
CSRRS01,2019-05-02 06:45:00,B6,RSW,JFK,1074,0
HJAGC08,2019-05-02 06:48:00,DH,PIT,IAD,183,0
ZVKBL05,2019-05-02 06:52:00,NW,RST,MSP,76,0
XOBAW05,2019-05-02 06:52:00,NW,MSP,ORD,334,0
XEFUQ05,2019-05-02 06:56:00,NW,DTW,ORD,235,0
HHGSQ07,2019-05-02 06:56:00,MQ,DFW,LIT,304,0
TGJES04,2019-05-02 06:57:00,AA,OKC,DFW,175,0
DFLIN01,2019-05-02 07:05:00,WN,BWI,BDL,283,0
QWVXF07,2019-05-02 07:07:00,XE,PSP,IAH,1269,0
NQZRF07,2019-05-02 07:08:00,OO,BFL,SFO,238,0
UQEGM01,2019-05-02 07:08:00,UA,GSO,ORD,590,0
PASWR01,2019-05-02 07:20:00,OH,MEM,CVG,403,0
XZZBF01,2019-05-02 07:25:00,DL,LAX,SLC,590,0
NLXBF08,2019-05-02 07:27:00,DL,ABQ,ATL,1269,0
URNOK08,2019-05-02 07:35:00,XE,BNA,IAH,657,0
MILYR06,2019-05-02 07:43:00,XE,IAH,PBI,956,0
LMCEV02,2019-05-02 07:45:00,WN,MCO,FLL,178,0
KJTLM03,2019-05-02 07:53:00,B6,JFK,FLL,1069,0
LSMTW09,2019-05-02 07:55:00,WN,PHX,AUS,872,0
ZUWLO07,2019-05-02 07:55:00,MQ,LGA,CLT,544,0
QZTUG02,2019-05-02 07:55:00,US,PHL,RSW,992,0
ZPAMT01,2019-05-02 07:57:00,OO,SMF,ACV,207,0
TEPYZ01,2019-05-02 07:57:00,AA,MIA,LAX,2342,0
HVGWD09,2019-05-02 07:59:00,XE,CLE,PVD,540,1
HQQTK04,2019-05-02 08:00:00,AA,AUS,SJC,1476,0
QJTOE05,2019-05-02 08:07:00,WN,BDL,MCO,1050,1
BHOYE06,2019-05-02 08:23:00,UA,MCO,DEN,1545,0
PRRWR05,2019-05-02 08:27:00,XE,EWR,OMA,1133,0
QDAWC05,2019-05-02 08:28:00,AA,TUL,ORD,585,0
QLWBG02,2019-05-02 08:30:00,WN,SLC,RNO,422,0
OCKMI04,2019-05-02 08:30:00,HA,KOA,HNL,163,0
ZJCNB03,2019-05-02 08:34:00,DL,PHL,ATL,665,0
JMHAJ05,2019-05-02 08:34:00,MQ,ORD,CVG,264,0
FCHAF01,2019-05-02 08:38:00,OO,LAX,ONT,47,0
ZQTBF03,2019-05-02 08:40:00,OH,CVG,BNA,230,0
SCIJW05,2019-05-02 08:45:00,WN,STL,SDF,254,0
QHYVK02,2019-05-02 08:51:00,NW,ANC,MSP,2518,0
SMMRM04,2019-05-02 08:53:00,US,PIT,SFO,2254,0
KKFZF06,2019-05-02 08:55:00,WN,ONT,LAS,197,0
NVCDC03,2019-05-02 08:59:00,XE,IAH,AMA,519,0
WAGLD04,2019-05-02 09:15:00,DL,ATL,GSO,306,1
VAHJD06,2019-05-02 09:25:00,WN,BWI,ALB,288,0
KXCQL03,2019-05-02 09:30:00,WN,ELP,PHX,347,1
QPUOO07,2019-05-02 09:30:00,F9,LAX,DEN,862,0
QWMMR02,2019-05-02 09:30:00,WN,LAX,OAK,337,0
JRPKJ01,2019-05-02 09:35:00,MQ,LGA,ATL,761,0
QBGPV04,2019-05-02 09:35:00,FL,MDW,ATL,590,0
SIBWC03,2019-05-02 09:43:00,NW,MSP,PHX,1276,1
VZDZJ01,2019-05-02 09:45:00,B6,RSW,BOS,1249,0
VQLHI05,2019-05-02 09:50:00,DL,ATL,VPS,264,0
MLVLT08,2019-05-02 09:51:00,YV,LGA,IAD,229,0
ALNFV01,2019-05-02 09:52:00,NW,PBI,DTW,1087,0
HANNX02,2019-05-02 09:53:00,MQ,ORD,LIT,552,0
AILOK01,2019-05-02 09:55:00,WN,BHM,BNA,177,0
SDSRY05,2019-05-02 10:07:00,DL,ATL,VPS,264,0
DIIKY04,2019-05-02 10:09:00,DH,MHT,IAD,418,0
GIULL03,2019-05-02 10:15:00,WN,BHM,MCO,478,0
VTMCS03,2019-05-02 10:22:00,US,PHX,KOA,2860,0
MAQLF06,2019-05-02 10:23:00,XE,EWR,BNA,748,0
NIIWY06,2019-05-02 10:23:00,XE,IAH,AUS,140,0
WGROQ06,2019-05-02 10:23:00,HP,PHX,SEA,1107,0
URZED05,2019-05-02 10:24:00,XE,MCI,IAH,643,0
AAZMY03,2019-05-02 10:25:00,DH,IAD,BNA,542,0
KOTMK04,2019-05-02 10:27:00,DH,SDF,IAD,451,0
GTAJV02,2019-05-02 10:27:00,NW,MBS,DTW,98,0
SILOZ09,2019-05-02 10:30:00,WN,JAN,MCO,587,0
ASCUW01,2019-05-02 10:37:00,MQ,CMH,RDU,361,0
SSFPU06,2019-05-02 10:37:00,MQ,DFW,HSV,603,0
FPQLQ09,2019-05-02 10:49:00,MQ,DFW,LBB,282,0
ZSIJH08,2019-05-02 10:50:00,WN,MHT,BWI,377,0
MVCVV07,2019-05-02 10:50:00,EV,AGS,ATL,143,0
ISSWR01,2019-05-02 10:55:00,WN,BWI,TPA,842,0
NCHWW05,2019-05-02 10:57:00,US,CLT,SRQ,547,0
HGKHS07,2019-05-02 11:01:00,DL,CVG,PWM,810,0
HFLZN01,2019-05-02 11:05:00,EV,ATL,SHV,552,0
BTZZU02,2019-05-02 11:06:00,DL,SLC,SEA,689,0
QTRJN08,2019-05-02 11:16:00,DL,ATL,COS,1185,0
CXVPK04,2019-05-02 11:24:00,EV,LEX,ATL,303,0
KHYNP05,2019-05-02 11:25:00,WN,SJC,RNO,188,0
ZBFLO01,2019-05-02 11:28:00,WN,PDX,OAK,543,0
RCIQU01,2019-05-02 11:31:00,US,CLT,FLL,631,0
OMSIC07,2019-05-02 11:31:00,NW,MSP,ABQ,981,0
MEGIO01,2019-05-02 11:35:00,NW,MSP,BZN,874,0
SKIOK07,2019-05-02 11:36:00,HA,HNL,KOA,163,0
ZREQD03,2019-05-02 11:37:00,UA,SFO,PHL,2521,0
PLMXY02,2019-05-02 11:39:00,DL,HSV,ATL,151,0
FDXGW05,2019-05-02 11:40:00,OH,CLT,CVG,335,0
MMYPP04,2019-05-02 11:42:00,DL,ATL,GSP,153,0
EUCOY07,2019-05-02 11:49:00,UA,ORD,STL,258,0
TCCZP07,2019-05-02 11:50:00,WN,LAX,TUS,451,0
WQIDD02,2019-05-02 11:50:00,XE,CMH,IAH,986,0
BGUPD01,2019-05-02 11:59:00,NW,DTW,AZO,113,0
AXMLM02,2019-05-02 12:00:00,OH,SCE,CVG,383,0
NNCAP07,2019-05-02 12:00:00,AS,SEA,ANC,1449,0
KGOQB07,2019-05-02 12:05:00,WN,MHT,PHL,290,0
NCAXO02,2019-05-02 12:05:00,AA,DFW,SMF,1431,0
HWYTJ01,2019-05-02 12:05:00,YV,SAT,IAD,1362,0
ZZAED03,2019-05-02 12:10:00,CO,LAX,CLE,2053,1
VIXOE05,2019-05-02 12:12:00,EV,VLD,ATL,208,0
GYNEE07,2019-05-02 12:14:00,UA,DEN,DSM,589,0
GELHB02,2019-05-02 12:18:00,AA,EWR,MIA,1086,0
SZDTU07,2019-05-02 12:21:00,NW,DTW,LAS,1750,0
FGFEN08,2019-05-02 12:25:00,NW,DTW,MDW,229,0
HNGRM08,2019-05-02 12:26:00,UA,IAD,LAX,2288,0
YYNTE02,2019-05-02 12:30:00,HP,JFK,LAS,2248,0
QNUSB01,2019-05-02 12:31:00,OO,DEN,FSD,483,0
KITTN08,2019-05-02 12:32:00,AS,LAS,SEA,866,0
LKSQF05,2019-05-02 12:38:00,XE,ATL,CLE,554,0
OVCRH09,2019-05-02 12:42:00,MQ,DFW,GSP,862,0
IUKON08,2019-05-02 12:44:00,MQ,ORD,DSM,299,0
LKRSN06,2019-05-02 12:54:00,XE,IAH,VPS,510,0
SEYWH02,2019-05-02 12:55:00,OH,BGR,BOS,201,0
OBQBE06,2019-05-02 13:05:00,DL,BOS,CVG,752,0
DZWJU04,2019-05-02 13:08:00,AA,DFW,SAT,247,0
