tenure,totalcharges,seniorcitizen,monthlycharges,gender,partner,dependents,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod
71,1725.4,0,24.4,0,1,0,1,2,2,1,1,1,1,1,1,2,1,1
57,4925.35,1,89.85,1,1,0,1,2,1,0,2,0,0,0,2,0,1,2
41,962.25,0,24.85,0,0,0,1,2,2,1,1,1,1,1,1,1,1,3
7,144.35,0,20.25,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3
18,390.85,0,20.15,0,0,1,1,0,2,1,1,1,1,1,1,1,0,0
24,1319.85,0,55.15,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2
24,1938.05,0,84.35,0,0,0,1,2,1,2,0,0,2,0,0,0,1,2
44,2924.05,0,61.9,1,1,1,1,0,0,0,2,2,2,0,0,0,1,3
60,1205.05,0,20.55,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3
2,115.1,1,50.15,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1
1,29.85,0,29.85,0,1,0,0,1,0,0,2,0,0,0,0,0,1,2
43,876.15,0,19.55,1,0,0,1,0,2,1,1,1,1,1,1,2,0,3
72,1401.15,0,20.3,1,1,1,1,0,2,1,1,1,1,1,1,2,0,0
54,3770.0,0,70.7,1,1,1,1,2,0,0,2,0,2,2,0,1,1,2
72,2962.0,0,42.1,1,1,0,0,1,0,2,2,2,0,0,0,2,0,0
2,139.05,1,70.35,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
51,4149.45,0,83.4,1,0,0,1,2,1,0,0,0,0,0,2,0,0,0
1,74.25,0,74.25,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3
55,5073.1,0,94.45,0,1,0,1,2,1,0,2,2,0,2,0,0,1,1
5,219.0,0,43.25,1,0,0,0,1,0,2,2,2,2,0,0,0,1,3
4,169.65,0,44.8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2
10,865.1,0,95.1,1,0,0,1,0,1,0,0,0,2,2,2,0,1,1
69,6875.35,0,99.15,0,1,0,1,2,1,2,0,0,0,2,2,2,0,0
1,44.3,0,44.3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3
41,4527.45,0,114.5,0,0,0,1,2,1,2,2,2,2,2,2,0,1,0
20,415.4,0,19.4,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
27,2212.55,0,81.7,1,0,0,1,0,0,2,0,2,2,2,2,1,0,2
2,43.15,0,20.1,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0
2,38.0,0,20.0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3
4,237.95,0,70.2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2
71,7532.15,0,108.05,1,0,0,1,2,1,2,0,2,2,2,2,2,1,2
18,348.8,0,19.0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,2
66,7238.6,1,108.1,0,0,0,1,2,1,0,2,2,0,2,2,1,0,0
70,8244.3,0,114.3,1,1,0,1,2,1,2,2,2,2,2,2,2,0,1
26,1233.15,0,45.45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
67,7039.05,0,104.0,0,0,1,1,2,1,0,2,0,2,2,2,2,1,2
26,459.6,0,19.2,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3
3,61.7,0,20.0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3
48,3035.35,0,64.4,1,0,1,1,2,0,2,2,2,0,0,0,1,1,0
1,80.85,0,80.85,1,0,0,1,0,1,0,0,0,0,0,2,0,1,3
66,1983.15,0,29.45,1,0,0,0,1,0,0,0,0,2,0,0,1,0,1
61,2961.4,0,49.7,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0
64,3210.35,0,49.85,0,1,1,0,1,0,0,2,2,2,0,2,2,0,2
71,1756.2,1,23.95,1,1,0,1,2,2,1,1,1,1,1,1,2,0,0
25,1611.0,0,61.6,1,1,1,1,0,0,2,2,2,0,0,0,1,1,0
46,917.45,0,20.2,1,1,1,1,0,2,1,1,1,1,1,1,2,1,3
40,804.85,0,20.15,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3
20,1899.65,1,94.55,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2
65,1292.6,0,19.9,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3
7,249.55,0,35.5,1,0,0,0,1,0,0,0,2,2,0,0,1,1,1
5,324.6,0,69.75,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2
56,1334.0,0,24.9,1,0,0,1,2,2,1,1,1,1,1,1,1,0,2
13,590.35,0,40.55,1,1,1,0,1,0,2,2,0,2,0,0,2,0,3
1,19.55,0,19.55,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3
45,3349.1,0,73.55,0,0,0,1,2,0,2,0,0,2,0,2,2,0,3
3,240.45,0,89.45,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2
62,5411.65,0,89.1,1,1,1,1,2,1,0,0,2,0,2,0,2,1,1
49,4853.75,0,99.05,1,1,0,1,2,1,0,2,0,0,2,2,0,1,0
31,2807.65,1,89.45,1,1,0,1,2,1,2,0,0,0,2,0,0,0,2
19,468.35,0,25.15,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11,906.85,1,84.8,0,0,0,1,2,1,0,0,0,0,0,2,0,1,1
5,498.1,0,94.45,1,1,0,1,0,1,0,0,2,0,2,2,0,1,2
58,5885.4,0,102.1,0,1,0,1,2,1,0,0,2,2,2,2,0,1,1
34,3343.15,1,99.85,1,0,0,1,0,1,0,2,2,0,2,2,1,1,2
5,216.9,0,49.2,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2
1,50.45,0,50.45,0,1,1,1,0,0,0,0,2,0,0,0,0,0,3
63,7031.45,1,109.4,1,0,0,1,2,1,2,2,2,0,2,2,0,1,0
35,700.45,0,20.75,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3
70,7939.25,0,113.65,0,0,0,1,2,1,2,2,2,2,2,2,2,1,0
20,1398.6,0,64.4,1,0,0,1,0,0,2,0,2,0,0,2,0,0,1
22,1073.3,0,50.6,0,0,0,0,1,0,0,0,2,0,2,2,0,1,2
3,174.2,0,64.6,0,0,0,1,2,0,0,0,0,2,2,0,0,0,2
56,4014.0,1,68.45,0,1,0,1,2,0,2,2,2,2,0,0,1,1,1
8,551.35,0,70.1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3
10,252.75,0,20.55,0,1,0,1,0,2,1,1,1,1,1,1,0,1,3
10,793.55,1,79.25,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2
2,152.45,0,79.85,1,0,0,1,0,1,0,0,2,2,0,0,0,1,2
6,514.6,0,85.95,0,0,0,1,0,1,0,2,0,0,0,2,0,1,3
14,299.3,0,20.05,1,0,0,1,0,2,1,1,1,1,1,1,0,1,2
27,788.55,0,25.85,1,0,1,1,2,2,1,1,1,1,1,1,2,1,1
3,248.4,0,89.85,1,1,1,1,0,1,2,2,0,0,2,0,0,0,2
5,302.6,1,70.05,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
70,7723.9,0,114.2,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0
49,3720.35,0,74.6,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0
3,82.15,0,30.4,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2
60,1198.8,0,20.5,1,1,0,1,0,2,1,1,1,1,1,1,2,1,0
22,2082.95,1,96.7,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2
15,1667.25,0,101.9,1,1,1,1,0,1,2,0,0,2,2,2,1,0,2
24,439.75,0,20.25,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3
43,3662.25,0,85.1,0,0,0,1,2,0,0,2,2,2,2,2,1,0,1
55,4458.15,0,77.75,0,1,0,1,2,1,0,0,2,0,0,0,0,1,2
69,7386.05,0,105.2,1,0,0,1,2,1,0,2,0,2,2,2,1,1,0
6,124.45,0,19.55,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3
57,5625.55,1,93.75,1,0,0,1,2,1,2,0,0,2,0,2,2,0,2
62,6613.65,0,104.3,0,1,0,1,0,1,2,0,2,2,2,2,1,1,2
63,5224.5,0,81.15,0,1,0,1,0,1,2,0,2,0,0,0,1,1,1
56,5510.65,1,104.75,0,0,0,1,2,1,0,2,2,0,2,2,1,1,0
61,1226.45,0,20.4,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3
51,4839.15,1,93.65,1,1,0,1,2,1,2,0,2,0,0,2,1,1,0
33,641.35,0,19.8,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1
58,5846.65,0,99.25,0,1,1,1,0,1,2,2,0,0,2,2,1,0,1
45,4016.85,0,89.3,0,0,0,1,2,1,0,2,0,0,2,0,0,1,1
14,1203.9,0,84.8,0,1,1,1,2,1,0,0,0,0,2,0,0,1,2
52,5832.0,1,110.75,1,0,0,1,2,1,0,2,2,2,2,2,0,1,2
72,6362.35,0,88.55,1,0,0,1,2,0,2,2,2,2,2,2,2,0,1
32,624.15,0,19.75,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0
3,244.65,0,79.4,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2
10,863.1,0,89.5,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2
37,3314.15,0,95.25,0,1,1,1,2,1,0,0,0,0,2,2,0,1,2
5,86.05,0,19.25,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3
71,6589.6,0,91.25,1,1,1,1,2,0,2,2,2,2,2,2,2,1,3
48,5082.8,0,106.1,1,0,0,1,2,1,0,2,2,0,2,2,1,1,1
65,4459.15,0,69.55,1,1,1,1,2,0,2,2,0,0,0,2,2,1,3
5,232.55,0,49.4,0,1,1,1,0,0,2,0,0,0,0,0,0,1,3
27,2135.5,1,78.05,0,0,0,1,2,1,0,0,2,0,0,0,0,1,2
69,7220.35,0,104.7,1,0,0,1,2,1,0,2,0,2,2,2,1,1,0
17,1460.65,0,88.25,0,1,1,1,2,1,0,0,2,0,2,0,0,0,2
23,1917.1,0,81.0,1,0,0,1,2,1,0,0,2,0,0,0,0,1,2
3,334.65,1,105.9,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2
72,7459.05,0,100.9,1,0,0,1,2,1,0,2,2,0,2,2,2,1,0
1,25.25,0,25.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,85.55,0,85.55,0,0,0,1,0,1,0,0,2,0,2,0,0,1,1
33,1462.6,0,44.55,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
23,678.75,0,30.35,1,1,1,0,1,0,0,0,0,2,0,0,0,1,0
29,926.2,0,31.2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2
2,183.75,0,87.15,0,0,0,1,0,1,0,2,0,0,2,0,0,1,0
41,772.4,0,19.3,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0
3,335.75,1,94.85,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2
1,49.05,0,49.05,1,0,0,1,0,0,0,0,0,2,0,0,0,0,3
39,779.2,0,19.35,1,0,1,1,0,2,1,1,1,1,1,1,1,0,0
1,99.75,0,99.75,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2
34,3480.0,0,100.05,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2
65,1698.55,0,26.5,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0
10,953.45,0,94.85,0,0,0,1,2,1,0,2,2,0,0,2,0,1,2
36,3565.65,0,94.8,0,0,0,1,0,1,0,2,0,0,2,2,0,1,1
29,2149.05,0,74.95,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2
69,4069.9,0,59.75,1,1,1,1,0,0,2,2,2,0,0,0,2,1,0
1,69.1,0,69.1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2
63,1574.5,0,24.65,1,1,1,1,2,2,1,1,1,1,1,1,2,0,1
18,1166.7,0,64.8,0,0,1,1,2,0,2,0,0,0,0,2,0,0,2
15,1258.3,1,83.05,0,1,0,1,2,1,0,0,2,2,0,0,0,1,2
22,2142.8,0,94.95,1,0,0,1,0,1,0,2,2,2,0,2,0,1,0
9,790.15,1,83.85,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2
7,580.1,0,81.25,0,1,0,1,0,0,2,0,2,2,2,2,0,0,0
6,348.8,0,63.4,0,0,0,0,1,0,2,2,2,2,2,2,2,1,3
13,1359.0,0,102.25,1,1,0,1,2,1,0,0,2,0,2,2,0,1,1
11,926.25,0,73.85,1,0,0,1,0,1,0,0,0,2,0,0,0,1,2
31,609.1,0,20.4,1,0,0,1,0,2,1,1,1,1,1,1,2,0,0
1,71.0,1,71.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2
31,2806.9,0,89.9,0,0,0,1,2,1,0,0,2,0,0,2,0,1,2
1,69.9,0,69.9,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2
64,3399.85,0,53.85,0,1,1,1,2,0,0,2,0,0,0,0,1,1,0
1,19.9,0,19.9,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0
8,165.5,0,20.15,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3
43,3953.15,1,94.3,1,1,0,1,2,1,0,2,0,2,2,0,0,1,2
9,238.15,0,20.15,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0
23,478.1,0,19.65,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1
31,2404.15,0,79.85,0,0,0,1,2,1,0,0,0,2,0,0,0,1,1
38,2076.05,0,54.5,0,1,1,1,0,0,2,2,0,0,0,0,0,0,2
2,28.3,0,19.3,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1
60,4859.1,1,80.95,1,1,1,1,2,1,2,0,0,0,0,0,0,1,2
8,659.45,0,85.65,1,1,0,1,2,1,0,0,0,0,0,2,0,1,0
69,5848.6,0,84.45,0,1,1,1,2,1,2,0,2,0,0,0,1,0,0
1,49.55,0,49.55,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
62,2337.45,0,39.0,1,1,0,0,1,0,0,0,0,2,2,0,2,1,0
45,4730.9,0,105.15,0,1,1,1,2,1,2,2,0,0,2,2,0,1,2
4,129.6,0,29.05,0,1,0,0,1,0,2,0,0,0,0,0,0,1,2
21,2030.3,1,96.8,1,0,0,1,0,1,0,0,2,0,2,2,0,1,0
49,2633.95,0,55.35,1,1,0,1,2,0,2,0,0,0,0,0,1,1,2
15,330.8,0,20.45,0,1,0,1,0,2,1,1,1,1,1,1,0,0,1
3,53.05,0,19.1,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3
58,4828.05,0,82.5,1,1,1,1,2,1,0,0,0,0,2,0,2,0,0
29,2933.2,0,98.6,0,0,0,1,2,1,0,0,2,0,2,2,0,1,1
20,1776.55,0,90.2,1,1,1,1,0,1,0,0,0,0,2,2,0,1,2
55,4238.45,0,79.4,1,1,1,1,0,1,0,2,0,2,0,0,0,0,2
72,7943.45,1,111.65,0,0,0,1,2,1,0,2,2,2,2,2,2,0,2
37,1448.8,0,40.2,1,1,1,0,1,0,2,2,2,0,0,0,0,0,0
72,5727.45,0,80.85,1,1,1,1,2,0,2,2,2,2,2,0,2,1,0
37,3545.35,0,101.9,0,0,0,1,2,1,0,2,2,0,2,2,0,1,0
52,1982.1,0,39.1,0,0,0,0,1,0,2,2,0,2,0,0,2,0,3
1,94.0,1,94.0,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2
60,6586.85,0,110.6,1,1,1,1,2,1,2,0,2,2,2,2,2,1,2
42,3088.25,0,73.15,1,1,1,1,0,0,0,0,2,2,2,2,1,0,2
29,1009.25,0,33.75,1,1,0,0,1,0,0,0,0,0,2,0,0,0,3
1,69.1,1,69.1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
6,455.3,0,91.1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2
23,1081.25,0,49.7,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1
39,2184.35,0,55.9,0,1,0,0,1,0,2,0,2,0,2,2,0,0,2
70,4551.5,0,64.95,1,0,1,1,2,0,2,2,0,2,0,0,1,0,0
59,1099.6,0,19.35,1,0,0,1,0,2,1,1,1,1,1,1,2,0,3
41,1391.65,0,35.45,0,1,0,0,1,0,0,2,0,2,0,0,1,0,3
1,83.4,0,83.4,0,0,0,1,0,1,2,2,0,2,0,0,0,1,3
69,7665.8,0,114.35,1,1,1,1,2,1,2,2,2,2,2,2,2,1,0
9,663.05,0,65.0,0,1,1,1,0,0,2,2,2,2,0,0,0,0,3
24,1706.45,0,70.3,1,1,1,1,0,0,2,2,0,2,0,2,0,1,1
4,193.6,0,46.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
69,2779.5,0,39.1,1,1,1,0,1,0,2,0,2,2,0,0,2,0,3
29,2621.75,0,87.8,0,1,1,1,0,1,0,0,0,0,2,2,0,1,1
25,495.15,0,20.95,1,1,0,1,0,2,1,1,1,1,1,1,1,1,0
7,96.8,0,20.05,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3
5,349.65,1,75.55,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1
11,834.2,0,74.35,1,1,1,1,2,1,0,0,0,0,0,0,0,1,2
56,5116.6,0,90.55,0,1,0,1,2,1,0,2,2,2,0,0,0,0,2
61,6375.2,0,106.2,1,1,0,1,2,1,2,2,0,0,2,2,0,1,2
60,6758.45,0,115.25,0,1,1,1,2,1,2,2,2,2,2,2,2,0,1
12,837.5,0,69.85,1,0,1,1,0,0,2,0,0,0,2,2,0,1,3
49,4515.85,1,90.85,0,0,0,1,2,1,0,0,2,0,0,2,0,1,1
20,1191.2,0,59.2,1,0,0,1,2,0,2,0,0,2,0,0,0,0,0
12,713.75,0,61.65,0,0,0,1,2,0,2,0,2,2,0,0,0,1,3
1,71.35,0,71.35,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
22,1031.4,0,49.45,0,0,1,0,1,0,0,0,2,0,2,2,1,1,1
68,6132.7,0,88.85,1,1,1,1,2,0,2,2,2,2,2,2,2,1,1
27,1972.35,0,74.4,0,1,1,1,0,1,2,0,0,0,0,0,0,0,3
54,4362.05,0,79.95,1,1,1,1,0,1,0,2,0,2,0,0,2,1,0
9,853.1,0,89.45,0,1,0,1,0,1,0,0,0,0,2,2,0,0,2
48,1004.5,0,19.95,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0
19,953.65,0,48.8,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3
37,3778.0,0,104.5,1,0,0,1,2,1,0,2,0,2,2,2,1,1,1
71,5154.5,0,73.35,1,1,1,1,0,0,0,2,0,2,2,2,2,1,1
62,5755.8,0,92.05,0,0,0,1,2,1,2,2,2,0,0,0,1,1,2
13,989.45,0,75.3,1,1,0,1,2,0,0,0,2,0,2,2,1,1,3
41,3851.45,1,94.55,1,1,0,1,0,1,0,2,0,0,2,2,0,1,2
29,1964.6,0,70.9,1,0,0,1,2,0,0,2,2,0,0,2,1,0,1
49,1032.05,0,20.7,0,1,0,1,0,2,1,1,1,1,1,1,1,0,1
65,5940.85,0,91.85,1,1,0,1,2,1,0,2,0,0,2,0,0,1,0
72,8404.9,1,116.05,1,1,0,1,2,1,2,2,2,2,2,2,2,1,0
62,1476.25,0,24.8,1,1,1,1,2,2,1,1,1,1,1,1,1,0,0
26,2710.25,1,105.75,1,1,1,1,2,1,0,2,2,0,2,2,0,0,2
70,6237.05,0,90.15,1,1,1,1,2,0,2,2,2,2,2,2,2,1,1
29,2649.15,0,94.65,1,1,1,1,0,1,2,0,0,0,2,2,0,0,1
8,624.6,0,80.0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0
4,181.6,1,46.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
11,791.75,0,73.5,1,0,0,1,0,1,2,0,0,0,0,0,0,1,2
41,3126.45,0,78.45,0,1,1,1,0,0,2,2,0,2,2,2,2,0,2
19,1231.85,0,65.35,1,0,0,1,0,0,0,2,0,2,0,2,1,1,0
72,8337.45,0,116.6,1,1,1,1,2,1,2,2,2,2,2,2,2,1,0
48,1171.5,0,25.05,0,0,0,1,2,2,1,1,1,1,1,1,1,0,1
6,489.45,0,85.35,1,0,0,1,0,1,0,2,0,0,2,0,0,1,2
56,5614.45,0,100.3,1,1,0,1,2,1,0,2,0,0,2,2,1,0,1
60,3069.45,0,49.75,0,1,1,0,1,0,0,2,0,0,2,2,0,1,2
1,69.55,0,69.55,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2
30,1561.5,0,51.2,0,1,1,0,1,0,0,0,0,2,2,2,0,0,1
1,25.1,1,25.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2
72,1864.2,0,25.75,1,1,0,1,2,2,1,1,1,1,1,1,2,0,1
12,966.55,0,84.05,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2
67,6056.15,0,90.6,1,1,0,1,0,1,2,2,0,0,0,2,1,1,1
71,6585.2,1,92.0,1,1,0,1,2,1,2,2,2,2,0,0,1,1,2
25,527.5,0,19.9,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1
36,3440.25,0,95.0,1,1,0,1,2,1,0,0,0,0,2,2,0,1,0
8,762.1,0,87.05,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2
70,4543.15,0,65.2,0,1,1,1,2,0,2,0,0,0,0,2,1,0,0
15,369.1,0,25.05,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0
1,20.2,0,20.2,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3
11,851.8,0,78.0,1,0,1,1,2,1,0,0,2,0,0,0,0,1,3
4,321.65,0,85.65,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2
1,19.85,0,19.85,1,0,0,1,0,2,1,1,1,1,1,1,0,1,2
60,2907.55,1,49.45,0,1,0,0,1,0,0,2,0,0,2,2,2,1,1
72,6042.7,0,83.3,0,1,1,1,2,0,2,0,2,2,2,2,2,1,0
20,1859.5,1,91.0,0,1,0,1,0,1,0,0,0,0,2,2,1,1,0
72,6224.8,0,86.65,1,0,0,1,2,0,2,2,2,2,2,2,2,0,0
52,3865.45,0,75.4,1,1,0,1,0,0,2,2,0,0,2,2,1,1,3
11,581.7,0,51.0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0
7,586.05,0,79.7,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2
50,1070.25,0,20.55,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1
7,715.0,0,100.4,0,0,0,1,0,1,0,0,2,2,2,2,0,1,2
1,70.7,0,70.7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
42,4273.45,0,101.75,1,0,0,1,2,1,0,2,0,0,2,2,0,1,2
63,5597.65,0,89.4,1,1,1,1,2,0,2,2,2,2,2,2,2,1,1
50,5431.4,0,108.25,1,1,1,1,2,1,2,2,2,0,2,2,1,1,2
47,1139.2,0,25.4,1,1,0,1,2,2,1,1,1,1,1,1,0,0,2
29,2964.8,1,103.95,1,1,1,1,2,1,0,0,2,0,2,2,0,1,2
4,82.85,0,20.45,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1
18,1742.95,0,99.4,1,1,0,1,2,1,2,0,0,0,2,2,0,1,2
36,2188.5,0,63.7,1,1,1,1,0,0,2,0,2,0,0,2,1,1,1
46,862.4,0,19.95,1,1,1,1,0,2,1,1,1,1,1,1,2,0,1
18,370.5,0,20.1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3
69,1346.2,0,19.4,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3
11,688.5,0,60.9,1,0,0,1,0,0,0,2,2,2,0,0,0,1,2
17,1214.05,0,70.4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,144.55,0,69.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
33,3409.6,0,104.4,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2
2,155.8,0,80.6,0,0,0,1,2,1,0,0,2,0,0,0,0,0,3
72,1914.5,0,26.45,0,1,0,1,2,2,1,1,1,1,1,1,2,0,1
40,3532.25,0,83.85,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0
72,6588.95,0,89.7,1,1,1,1,2,1,0,2,0,0,2,0,1,1,2
24,1315.35,0,53.6,1,1,0,1,0,0,2,0,0,2,0,0,0,0,3
3,177.4,0,64.5,0,0,1,1,0,0,2,0,0,2,0,2,0,1,0
30,2538.05,0,86.45,0,1,1,1,0,1,0,0,2,0,0,2,1,0,2
65,2933.95,0,45.25,0,0,1,0,1,0,0,2,0,2,2,0,2,0,3
5,316.9,0,64.4,1,1,1,1,2,0,2,2,0,2,0,0,0,0,1
1,20.25,0,20.25,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3
2,107.1,1,49.95,1,0,0,1,0,0,0,0,2,0,0,0,0,0,3
21,429.55,1,20.5,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0
11,346.45,0,29.6,0,1,1,0,1,0,2,0,0,0,0,0,0,1,2
17,1672.1,0,106.65,1,0,0,1,2,1,2,2,2,2,2,0,0,1,0
4,73.1,0,24.1,1,1,1,1,2,2,1,1,1,1,1,1,1,0,1
5,96.1,0,20.55,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1
5,541.9,0,104.1,1,0,0,1,2,1,0,2,2,0,2,2,0,0,3
4,324.2,0,80.3,0,0,0,1,2,1,0,2,0,0,0,0,0,1,3
2,141.45,0,70.7,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2
24,2231.05,1,93.15,1,1,0,1,0,1,0,0,2,0,2,2,0,1,2
23,947.4,0,40.65,1,0,1,0,1,0,2,2,0,2,0,0,1,0,0
20,1951.0,1,90.8,0,1,0,1,2,1,0,0,2,0,2,0,0,0,2
7,150.85,0,24.35,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
30,789.55,0,25.1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3
10,411.45,0,40.25,0,0,1,0,1,0,2,2,0,2,0,0,1,0,3
1,51.2,0,51.2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3
13,750.1,0,61.8,1,1,1,1,0,0,0,2,2,2,0,0,0,0,0
39,1309.15,0,35.55,1,0,0,0,1,0,0,0,2,2,0,0,1,0,3
52,2790.65,0,53.75,1,0,0,1,0,0,2,0,2,0,0,0,1,0,2
30,2936.25,0,100.4,1,0,0,1,2,1,2,0,0,0,2,2,0,1,0
63,4676.7,0,75.7,1,1,1,1,2,0,2,0,2,2,0,2,2,0,3
40,2647.1,0,61.9,1,0,0,1,0,0,2,2,0,2,0,0,0,1,3
48,4370.75,1,91.05,1,1,0,1,2,1,0,0,2,0,0,2,0,1,1
4,55.7,0,20.2,1,0,0,1,0,2,1,1,1,1,1,1,0,1,2
72,7015.9,0,98.2,0,1,0,1,2,1,2,0,2,2,2,0,2,1,0
65,3808.2,0,59.8,0,1,0,1,0,0,0,0,0,2,2,0,2,1,1
39,2730.85,0,73.15,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1
40,2921.75,0,70.75,1,1,0,1,2,0,0,2,0,2,2,0,1,0,1
68,5330.2,0,80.65,0,0,0,1,2,0,0,2,2,0,2,2,2,1,2
1,50.15,0,50.15,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2
72,7658.3,0,107.45,0,1,1,1,2,1,2,2,2,2,0,2,2,0,1
31,2929.75,0,90.55,1,1,0,1,2,1,2,2,0,2,0,0,0,1,1
31,2587.7,0,79.45,1,0,1,1,2,0,0,2,0,2,2,2,1,1,3
1,50.9,0,50.9,1,0,0,1,0,0,0,0,2,0,0,0,0,0,3
71,5969.3,0,84.4,0,1,0,1,0,0,2,2,2,2,2,2,2,1,1
