,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,type,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,type
3186,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3187,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,test
3188,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
3189,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3190,5.0,3.0,9.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,6.0,4.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
3191,5.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,3.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3192,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3193,2.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3194,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3195,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3196,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,test
3197,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3198,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,test
3199,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
3200,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3201,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
3202,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3203,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3204,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3205,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0,test
3206,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,test
3207,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,test
3208,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
3209,5.0,0.0,8.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,3.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3210,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,test
3211,5.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3212,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3213,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3214,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3215,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,test
3216,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3217,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3218,5.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3219,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3220,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3221,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,test
3222,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3223,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,test
3224,5.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3225,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,test
3226,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,test
3227,5.0,2.0,8.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3228,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3229,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3230,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3231,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,test
3232,5.0,2.0,8.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,3.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3233,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,test
3234,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,test
3235,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,test
3236,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3237,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3238,5.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3239,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3240,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,test
3241,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3242,5.0,2.0,8.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,3.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3243,5.0,3.0,9.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
3244,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3245,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,2.0,1.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3246,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,0.0,test
3247,5.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3248,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
3249,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3250,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,test
3251,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3252,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,test
3253,5.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,3.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3254,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,test
3255,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,test
3256,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3257,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,test
3258,5.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3259,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,4.0,6.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0,test
3260,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3261,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3262,5.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3263,5.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3264,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,6.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
3265,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
3266,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,6.0,6.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3267,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3268,5.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3269,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3270,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,3.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3271,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3272,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3273,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,test
3274,5.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
3275,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,test
3276,5.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3277,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3278,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3279,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3280,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
3281,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,6.0,0.0,2.0,1.0,2.0,1.0,4.0,4.0,train,,,,,,,,,,,,,,,,,,,,,,,
3282,5.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3283,5.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3284,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3285,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3286,5.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3287,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3288,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,test
3289,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3290,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3291,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3292,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,3.0,0.0,test
3293,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3294,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3295,5.0,2.0,8.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,3.0,3.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3296,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,test
3297,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3298,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
3299,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,7.0,6.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3300,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0,train,,,,,,,,,,,,,,,,,,,,,,,
3301,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,6.0,7.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,test
3302,2.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,5.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
3303,2.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,6.0,3.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,train,,,,,,,,,,,,,,,,,,,,,,,
