,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
526484,580670,22109,FULL ENGLISH BREAKFAST PLATE,8,2011-12-05 14:26:00,3.75,18044.0,United Kingdom
526485,580670,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-12-05 14:26:00,2.1,18044.0,United Kingdom
526486,580670,22865,HAND WARMER OWL DESIGN,12,2011-12-05 14:26:00,2.1,18044.0,United Kingdom
526487,580670,22867,HAND WARMER BIRD DESIGN,12,2011-12-05 14:26:00,2.1,18044.0,United Kingdom
526488,580671,21564,PINK  HEART SHAPE LOVE BUCKET ,24,2011-12-05 14:26:00,0.79,15159.0,United Kingdom
526489,580671,21563,RED HEART SHAPE LOVE BUCKET ,24,2011-12-05 14:26:00,0.79,15159.0,United Kingdom
526490,580671,22345,PARTY PIZZA DISH BLUE POLKADOT,24,2011-12-05 14:26:00,0.19,15159.0,United Kingdom
526491,580671,22346,PARTY PIZZA DISH GREEN POLKADOT,24,2011-12-05 14:26:00,0.19,15159.0,United Kingdom
526492,580671,22343,PARTY PIZZA DISH RED RETROSPOT,24,2011-12-05 14:26:00,0.19,15159.0,United Kingdom
526493,580671,22344,PARTY PIZZA DISH PINK POLKADOT,24,2011-12-05 14:26:00,0.19,15159.0,United Kingdom
526494,580671,22464,HANGING METAL HEART LANTERN,24,2011-12-05 14:26:00,0.79,15159.0,United Kingdom
526495,580671,22465,HANGING METAL STAR LANTERN,24,2011-12-05 14:26:00,0.79,15159.0,United Kingdom
526496,580671,22721,SET OF 3 CAKE TINS SKETCHBOOK,24,2011-12-05 14:26:00,1.95,15159.0,United Kingdom
526497,580671,22754,SMALL RED BABUSHKA NOTEBOOK ,24,2011-12-05 14:26:00,0.21,15159.0,United Kingdom
526498,580671,22757,LARGE RED BABUSHKA NOTEBOOK ,12,2011-12-05 14:26:00,0.39,15159.0,United Kingdom
526499,580671,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,24,2011-12-05 14:26:00,0.21,15159.0,United Kingdom
526500,580671,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,2011-12-05 14:26:00,0.39,15159.0,United Kingdom
526501,580671,22942,CHRISTMAS LIGHTS 10 SANTAS ,24,2011-12-05 14:26:00,2.95,15159.0,United Kingdom
526502,580671,23239,SET OF 4 KNICK KNACK TINS POPPIES,12,2011-12-05 14:26:00,1.65,15159.0,United Kingdom
526503,580671,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,36,2011-12-05 14:26:00,0.79,15159.0,United Kingdom
526504,580671,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,36,2011-12-05 14:26:00,0.79,15159.0,United Kingdom
526505,580671,23100,SILVER BELLS TABLE DECORATION,24,2011-12-05 14:26:00,1.25,15159.0,United Kingdom
526506,580671,35970,ZINC FOLKART SLEIGH BELLS,24,2011-12-05 14:26:00,1.69,15159.0,United Kingdom
526507,580672,22737,RIBBON REEL CHRISTMAS PRESENT ,1,2011-12-05 14:29:00,1.65,17920.0,United Kingdom
526508,580672,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,3,2011-12-05 14:29:00,3.75,17920.0,United Kingdom
526509,580672,23570,TRADITIONAL PICK UP STICKS GAME ,3,2011-12-05 14:29:00,1.25,17920.0,United Kingdom
526510,580672,21889,WOODEN BOX OF DOMINOES,4,2011-12-05 14:29:00,1.25,17920.0,United Kingdom
526511,580672,23077,DOUGHNUT LIP GLOSS ,20,2011-12-05 14:29:00,1.25,17920.0,United Kingdom
526512,580672,21704,BAG 250g SWIRLY MARBLES,5,2011-12-05 14:29:00,0.85,17920.0,United Kingdom
526513,580672,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2011-12-05 14:29:00,2.95,17920.0,United Kingdom
526514,580672,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-12-05 14:29:00,2.95,17920.0,United Kingdom
526515,580672,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,4,2011-12-05 14:29:00,2.89,17920.0,United Kingdom
526516,580672,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,2011-12-05 14:29:00,4.15,17920.0,United Kingdom
526517,580672,23240,SET OF 4 KNICK KNACK TINS DOILY ,2,2011-12-05 14:29:00,4.15,17920.0,United Kingdom
526518,580672,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,2011-12-05 14:29:00,5.95,17920.0,United Kingdom
526519,580672,21636,MADRAS NOTEBOOK MEDIUM,5,2011-12-05 14:29:00,0.75,17920.0,United Kingdom
526520,580672,23320,GIANT 50'S CHRISTMAS CRACKER,4,2011-12-05 14:29:00,1.25,17920.0,United Kingdom
526521,580672,23108,SET OF 10 LED DOLLY LIGHTS,1,2011-12-05 14:29:00,6.25,17920.0,United Kingdom
526522,580672,23084,RABBIT NIGHT LIGHT,6,2011-12-05 14:29:00,2.08,17920.0,United Kingdom
526523,580672,22738,RIBBON REEL SNOWY VILLAGE,2,2011-12-05 14:29:00,1.65,17920.0,United Kingdom
526524,580672,22195,LARGE HEART MEASURING SPOONS,5,2011-12-05 14:29:00,1.65,17920.0,United Kingdom
526525,580672,23510,MINI PLAYING CARDS GYMKHANA,1,2011-12-05 14:29:00,0.42,17920.0,United Kingdom
526526,580672,23508,MINI PLAYING CARDS DOLLY GIRL ,2,2011-12-05 14:29:00,0.42,17920.0,United Kingdom
526527,580672,23509,MINI PLAYING CARDS FUN FAIR ,2,2011-12-05 14:29:00,0.42,17920.0,United Kingdom
526528,580672,23507,MINI PLAYING CARDS BUFFALO BILL ,2,2011-12-05 14:29:00,0.42,17920.0,United Kingdom
526529,580672,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,2011-12-05 14:29:00,1.45,17920.0,United Kingdom
526530,580672,22620,4 TRADITIONAL SPINNING TOPS,2,2011-12-05 14:29:00,1.45,17920.0,United Kingdom
526531,580672,23506,MINI PLAYING CARDS SPACEBOY ,3,2011-12-05 14:29:00,0.42,17920.0,United Kingdom
526532,580672,22483,RED GINGHAM TEDDY BEAR ,5,2011-12-05 14:29:00,2.95,17920.0,United Kingdom
526533,580672,23367,SET 12 COLOUR PENCILS SPACEBOY ,2,2011-12-05 14:29:00,0.65,17920.0,United Kingdom
526534,580672,20973,12 PENCIL SMALL TUBE WOODLAND,2,2011-12-05 14:29:00,0.65,17920.0,United Kingdom
526535,580672,23493,VINTAGE DOILY TRAVEL SEWING KIT,5,2011-12-05 14:29:00,1.95,17920.0,United Kingdom
526536,580672,22438,BALLOON ART MAKE YOUR OWN FLOWERS,4,2011-12-05 14:29:00,0.39,17920.0,United Kingdom
526537,580672,22990,COTTON APRON PANTRY DESIGN,3,2011-12-05 14:29:00,1.95,17920.0,United Kingdom
526538,580672,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-12-05 14:29:00,0.85,17920.0,United Kingdom
526539,580672,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,2,2011-12-05 14:29:00,0.85,17920.0,United Kingdom
526540,580672,23205,CHARLOTTE BAG VINTAGE ALPHABET ,2,2011-12-05 14:29:00,0.85,17920.0,United Kingdom
526541,580672,20719,WOODLAND CHARLOTTE BAG,3,2011-12-05 14:29:00,0.85,17920.0,United Kingdom
526542,580672,20723,STRAWBERRY CHARLOTTE BAG,2,2011-12-05 14:29:00,0.85,17920.0,United Kingdom
526543,580672,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,2011-12-05 14:29:00,2.1,17920.0,United Kingdom
526544,580672,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,5,2011-12-05 14:29:00,0.79,17920.0,United Kingdom
526545,580672,22745,POPPY'S PLAYHOUSE BEDROOM ,2,2011-12-05 14:29:00,2.1,17920.0,United Kingdom
526546,580672,22747,POPPY'S PLAYHOUSE BATHROOM,2,2011-12-05 14:29:00,2.1,17920.0,United Kingdom
526547,580672,22746,POPPY'S PLAYHOUSE LIVINGROOM ,2,2011-12-05 14:29:00,2.1,17920.0,United Kingdom
526548,580672,22748,POPPY'S PLAYHOUSE KITCHEN,2,2011-12-05 14:29:00,2.1,17920.0,United Kingdom
526549,580672,22952,60 CAKE CASES VINTAGE CHRISTMAS,5,2011-12-05 14:29:00,0.55,17920.0,United Kingdom
526550,580672,22448,PIN CUSHION BABUSHKA RED,2,2011-12-05 14:29:00,1.25,17920.0,United Kingdom
526551,580672,22447,PIN CUSHION BABUSHKA BLUE,1,2011-12-05 14:29:00,1.25,17920.0,United Kingdom
526552,580672,22446,PIN CUSHION BABUSHKA PINK,1,2011-12-05 14:29:00,1.25,17920.0,United Kingdom
526553,580672,22545,MINI JIGSAW BUNNIES,2,2011-12-05 14:29:00,0.19,17920.0,United Kingdom
526554,580672,22544,MINI JIGSAW SPACEBOY,3,2011-12-05 14:29:00,0.19,17920.0,United Kingdom
526555,580672,22543,MINI JIGSAW BAKE A CAKE ,2,2011-12-05 14:29:00,0.19,17920.0,United Kingdom
526556,580672,22540,MINI JIGSAW CIRCUS PARADE ,3,2011-12-05 14:29:00,0.19,17920.0,United Kingdom
526557,580672,22547,MINI JIGSAW DINOSAUR ,3,2011-12-05 14:29:00,0.19,17920.0,United Kingdom
526558,580672,22546,MINI JIGSAW PURDEY,1,2011-12-05 14:29:00,0.19,17920.0,United Kingdom
526559,580672,22541,MINI JIGSAW LEAP FROG,3,2011-12-05 14:29:00,0.19,17920.0,United Kingdom
526560,580672,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3,2011-12-05 14:29:00,0.42,17920.0,United Kingdom
526561,580672,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-12-05 14:29:00,0.42,17920.0,United Kingdom
526562,580672,21224,SET/4 SKULL BADGES,3,2011-12-05 14:29:00,1.25,17920.0,United Kingdom
526563,580672,22744,MAKE YOUR OWN MONSOON CARD KIT,1,2011-12-05 14:29:00,0.79,17920.0,United Kingdom
526564,580672,22742,MAKE YOUR OWN PLAYTIME CARD KIT,1,2011-12-05 14:29:00,0.79,17920.0,United Kingdom
526565,580672,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,2011-12-05 14:29:00,0.79,17920.0,United Kingdom
526566,580672,23188,VINTAGE  2 METRE FOLDING RULER,3,2011-12-05 14:29:00,1.65,17920.0,United Kingdom
526567,580672,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,2011-12-05 14:29:00,0.83,17920.0,United Kingdom
526568,580672,22210,WOOD STAMP SET BEST WISHES,2,2011-12-05 14:29:00,0.83,17920.0,United Kingdom
526569,580672,22211,WOOD STAMP SET FLOWERS,2,2011-12-05 14:29:00,0.83,17920.0,United Kingdom
526570,580672,22208,WOOD STAMP SET THANK YOU,2,2011-12-05 14:29:00,0.83,17920.0,United Kingdom
526571,580672,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,4,2011-12-05 14:29:00,0.39,17920.0,United Kingdom
526572,580672,22757,LARGE RED BABUSHKA NOTEBOOK ,3,2011-12-05 14:29:00,0.39,17920.0,United Kingdom
526573,580672,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,3,2011-12-05 14:29:00,0.39,17920.0,United Kingdom
526574,580672,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,3,2011-12-05 14:29:00,0.21,17920.0,United Kingdom
526575,580672,22754,SMALL RED BABUSHKA NOTEBOOK ,3,2011-12-05 14:29:00,0.21,17920.0,United Kingdom
526576,580672,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,3,2011-12-05 14:29:00,0.21,17920.0,United Kingdom
526577,580672,20992,JAZZ HEARTS PURSE NOTEBOOK,4,2011-12-05 14:29:00,0.39,17920.0,United Kingdom
526578,580672,22400,MAGNETS PACK OF 4 HOME SWEET HOME,3,2011-12-05 14:29:00,0.39,17920.0,United Kingdom
526579,580672,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,2,2011-12-05 14:29:00,0.39,17920.0,United Kingdom
526580,580672,21944,KITTENS DESIGN FLANNEL,12,2011-12-05 14:29:00,0.39,17920.0,United Kingdom
526581,580672,23312,VINTAGE CHRISTMAS GIFT SACK,1,2011-12-05 14:29:00,4.15,17920.0,United Kingdom
526582,580672,23311,VINTAGE CHRISTMAS STOCKING ,2,2011-12-05 14:29:00,2.55,17920.0,United Kingdom
526583,580672,23313,VINTAGE CHRISTMAS BUNTING,2,2011-12-05 14:29:00,4.95,17920.0,United Kingdom
526584,580672,22215,CAKE STAND WHITE TWO TIER LACE,2,2011-12-05 14:29:00,2.95,17920.0,United Kingdom
526585,580672,22474,SPACEBOY TV DINNER TRAY,1,2011-12-05 14:29:00,1.95,17920.0,United Kingdom
526586,580672,22509,SEWING BOX RETROSPOT DESIGN ,4,2011-12-05 14:29:00,3.95,17920.0,United Kingdom
526587,580672,22472,TV DINNER TRAY DOLLY GIRL,1,2011-12-05 14:29:00,1.95,17920.0,United Kingdom
526588,580672,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-12-05 14:29:00,1.95,17920.0,United Kingdom
526589,580672,21620,SET OF 4 ROSE BOTANICAL CANDLES,4,2011-12-05 14:29:00,1.25,17920.0,United Kingdom
526590,580673,84970S,HANGING HEART ZINC T-LIGHT HOLDER,36,2011-12-05 14:30:00,0.85,13089.0,United Kingdom
526591,580673,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,36,2011-12-05 14:30:00,1.25,13089.0,United Kingdom
526592,580673,84946,ANTIQUE SILVER T-LIGHT GLASS,36,2011-12-05 14:30:00,1.25,13089.0,United Kingdom
526593,580673,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-12-05 14:30:00,1.69,13089.0,United Kingdom
526594,580673,84406B,CREAM CUPID HEARTS COAT HANGER,16,2011-12-05 14:30:00,4.15,13089.0,United Kingdom
526595,580673,84030E,ENGLISH ROSE HOT WATER BOTTLE,48,2011-12-05 14:30:00,3.75,13089.0,United Kingdom
526596,580673,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,12,2011-12-05 14:30:00,8.15,13089.0,United Kingdom
526597,580673,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2011-12-05 14:30:00,6.75,13089.0,United Kingdom
526598,580673,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2011-12-05 14:30:00,5.95,13089.0,United Kingdom
526599,580673,23551,PACK OF 12 PAISLEY PARK TISSUES ,48,2011-12-05 14:30:00,0.39,13089.0,United Kingdom
526600,580673,23529,WALL ART DOLLY GIRL ,6,2011-12-05 14:30:00,3.75,13089.0,United Kingdom
526601,580673,23380,PACK OF 12 VINTAGE DOILY TISSUES,48,2011-12-05 14:30:00,0.39,13089.0,United Kingdom
526602,580673,23378,PACK OF 12 50'S CHRISTMAS TISSUES,48,2011-12-05 14:30:00,0.39,13089.0,United Kingdom
526603,580673,23371,SET 36 COLOUR PENCILS SPACEBOY ,16,2011-12-05 14:30:00,1.25,13089.0,United Kingdom
526604,580673,23370,SET 36 COLOURING PENCILS DOILY,16,2011-12-05 14:30:00,1.25,13089.0,United Kingdom
526605,580673,23367,SET 12 COLOUR PENCILS SPACEBOY ,24,2011-12-05 14:30:00,0.65,13089.0,United Kingdom
526606,580673,23366,SET 12 COLOURING PENCILS DOILY,24,2011-12-05 14:30:00,0.65,13089.0,United Kingdom
526607,580673,23298,SPOTTY BUNTING,12,2011-12-05 14:30:00,4.95,13089.0,United Kingdom
526608,580673,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,48,2011-12-05 14:30:00,0.83,13089.0,United Kingdom
526609,580673,23240,SET OF 4 KNICK KNACK TINS DOILY ,24,2011-12-05 14:30:00,4.15,13089.0,United Kingdom
526610,580673,23209,LUNCH BAG VINTAGE DOILY ,24,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526611,580673,23207,LUNCH BAG ALPHABET DESIGN,12,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526612,580673,23206,LUNCH BAG APPLE DESIGN,12,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526613,580673,23205,CHARLOTTE BAG VINTAGE ALPHABET ,24,2011-12-05 14:30:00,0.85,13089.0,United Kingdom
526614,580673,23204,CHARLOTTE BAG APPLES DESIGN,24,2011-12-05 14:30:00,0.85,13089.0,United Kingdom
526615,580673,22952,60 CAKE CASES VINTAGE CHRISTMAS,48,2011-12-05 14:30:00,0.55,13089.0,United Kingdom
526616,580673,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2011-12-05 14:30:00,0.85,13089.0,United Kingdom
526617,580673,22867,HAND WARMER BIRD DESIGN,96,2011-12-05 14:30:00,1.85,13089.0,United Kingdom
526618,580673,22866,HAND WARMER SCOTTY DOG DESIGN,96,2011-12-05 14:30:00,1.85,13089.0,United Kingdom
526619,580673,22835,HOT WATER BOTTLE I AM SO POORLY,24,2011-12-05 14:30:00,4.25,13089.0,United Kingdom
526620,580673,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-12-05 14:30:00,2.55,13089.0,United Kingdom
526621,580673,22697,GREEN REGENCY TEACUP AND SAUCER,24,2011-12-05 14:30:00,2.55,13089.0,United Kingdom
526622,580673,22667,RECIPE BOX RETROSPOT ,12,2011-12-05 14:30:00,2.95,13089.0,United Kingdom
526623,580673,22662,LUNCH BAG DOLLY GIRL DESIGN,24,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526624,580673,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,24,2011-12-05 14:30:00,0.85,13089.0,United Kingdom
526625,580673,22630,DOLLY GIRL LUNCH BOX,24,2011-12-05 14:30:00,1.95,13089.0,United Kingdom
526626,580673,22629,SPACEBOY LUNCH BOX ,24,2011-12-05 14:30:00,1.95,13089.0,United Kingdom
526627,580673,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,32,2011-12-05 14:30:00,2.1,13089.0,United Kingdom
526628,580673,22384,LUNCH BAG PINK POLKADOT,24,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526629,580673,22382,LUNCH BAG SPACEBOY DESIGN ,12,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526630,580673,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6,2011-12-05 14:30:00,6.75,13089.0,United Kingdom
526631,580673,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,2011-12-05 14:30:00,8.5,13089.0,United Kingdom
526632,580673,22112,CHOCOLATE HOT WATER BOTTLE,24,2011-12-05 14:30:00,4.25,13089.0,United Kingdom
526633,580673,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,2011-12-05 14:30:00,2.55,13089.0,United Kingdom
526634,580673,22077,6 RIBBONS RUSTIC CHARM,36,2011-12-05 14:30:00,1.95,13089.0,United Kingdom
526635,580673,21326,AGED GLASS SILVER T-LIGHT HOLDER,48,2011-12-05 14:30:00,0.65,13089.0,United Kingdom
526636,580673,21181,PLEASE ONE PERSON METAL SIGN,12,2011-12-05 14:30:00,2.1,13089.0,United Kingdom
526637,580673,21175,GIN AND TONIC DIET METAL SIGN,12,2011-12-05 14:30:00,2.55,13089.0,United Kingdom
526638,580673,21166,COOK WITH WINE METAL SIGN ,12,2011-12-05 14:30:00,2.08,13089.0,United Kingdom
526639,580673,20727,LUNCH BAG  BLACK SKULL.,20,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526640,580673,20726,LUNCH BAG WOODLAND,20,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526641,580673,20725,LUNCH BAG RED RETROSPOT,20,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526642,580673,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-12-05 14:30:00,0.85,13089.0,United Kingdom
526643,580673,22941,CHRISTMAS LIGHTS 10 REINDEER,24,2011-12-05 14:30:00,7.65,13089.0,United Kingdom
526644,580673,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2011-12-05 14:30:00,2.55,13089.0,United Kingdom
526645,580673,23301,GARDENERS KNEELING PAD KEEP CALM ,24,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526646,580673,23300,GARDENERS KNEELING PAD CUP OF TEA ,24,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
526647,580673,23480,MINI LIGHTS WOODLAND MUSHROOMS,24,2011-12-05 14:30:00,3.75,13089.0,United Kingdom
526648,580673,23084,RABBIT NIGHT LIGHT,24,2011-12-05 14:30:00,1.79,13089.0,United Kingdom
526649,580673,23090,VINTAGE GLASS T-LIGHT HOLDER,36,2011-12-05 14:30:00,0.83,13089.0,United Kingdom
526650,580673,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,72,2011-12-05 14:30:00,1.04,13089.0,United Kingdom
526651,580673,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,24,2011-12-05 14:30:00,1.45,13089.0,United Kingdom
526652,580673,84378,SET OF 3 HEART COOKIE CUTTERS,24,2011-12-05 14:30:00,1.45,13089.0,United Kingdom
526653,580673,21621,VINTAGE UNION JACK BUNTING,2,2011-12-05 14:30:00,8.5,13089.0,United Kingdom
526654,580673,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-12-05 14:30:00,1.25,13089.0,United Kingdom
526655,580673,21755,LOVE BUILDING BLOCK WORD,4,2011-12-05 14:30:00,6.25,13089.0,United Kingdom
526656,580673,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,24,2011-12-05 14:30:00,2.1,13089.0,United Kingdom
526657,580673,47566,PARTY BUNTING,12,2011-12-05 14:30:00,4.95,13089.0,United Kingdom
526658,580673,22457,NATURAL SLATE HEART CHALKBOARD ,12,2011-12-05 14:30:00,2.95,13089.0,United Kingdom
526659,580673,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-12-05 14:30:00,0.39,13089.0,United Kingdom
526660,580673,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-12-05 14:30:00,7.5,13089.0,United Kingdom
526661,580674,22821,GIFT BAG PSYCHEDELIC APPLES,2,2011-12-05 14:31:00,0.65,,United Kingdom
526662,580674,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,2,2011-12-05 14:31:00,1.25,,United Kingdom
526663,580674,22059,CERAMIC STRAWBERRY DESIGN MUG,3,2011-12-05 14:31:00,0.39,,United Kingdom
526664,580675,23498,CLASSIC BICYCLE CLIPS ,12,2011-12-05 14:35:00,1.45,15640.0,United Kingdom
526665,580675,23552,BICYCLE PUNCTURE REPAIR KIT ,12,2011-12-05 14:35:00,2.08,15640.0,United Kingdom
526666,580675,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-12-05 14:35:00,2.08,15640.0,United Kingdom
526667,580675,85099B,JUMBO BAG RED RETROSPOT,10,2011-12-05 14:35:00,2.08,15640.0,United Kingdom
526668,580675,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-12-05 14:35:00,2.08,15640.0,United Kingdom
526669,580675,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-12-05 14:35:00,2.08,15640.0,United Kingdom
526670,580675,21931,JUMBO STORAGE BAG SUKI,10,2011-12-05 14:35:00,2.08,15640.0,United Kingdom
526671,580675,23201,JUMBO BAG ALPHABET,10,2011-12-05 14:35:00,2.08,15640.0,United Kingdom
526672,580675,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-12-05 14:35:00,2.08,15640.0,United Kingdom
526673,580675,20718,RED RETROSPOT SHOPPER BAG,10,2011-12-05 14:35:00,1.25,15640.0,United Kingdom
526674,580675,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,2011-12-05 14:35:00,2.95,15640.0,United Kingdom
526675,580675,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-12-05 14:35:00,2.95,15640.0,United Kingdom
526676,580675,22109,FULL ENGLISH BREAKFAST PLATE,16,2011-12-05 14:35:00,3.39,15640.0,United Kingdom
526677,580675,21843,RED RETROSPOT CAKE STAND,24,2011-12-05 14:35:00,9.95,15640.0,United Kingdom
526678,580675,21871,SAVE THE PLANET MUG,12,2011-12-05 14:35:00,1.65,15640.0,United Kingdom
526679,580675,21877,HOME SWEET HOME MUG,12,2011-12-05 14:35:00,1.65,15640.0,United Kingdom
526680,580675,23439,HAND WARMER RED LOVE HEART,12,2011-12-05 14:35:00,2.1,15640.0,United Kingdom
526681,580675,22834,HAND WARMER BABUSHKA DESIGN,12,2011-12-05 14:35:00,2.1,15640.0,United Kingdom
526682,580675,22865,HAND WARMER OWL DESIGN,12,2011-12-05 14:35:00,2.1,15640.0,United Kingdom
526683,580675,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-12-05 14:35:00,2.1,15640.0,United Kingdom
526684,580675,22867,HAND WARMER BIRD DESIGN,12,2011-12-05 14:35:00,2.1,15640.0,United Kingdom
526685,580675,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2011-12-05 14:35:00,4.95,15640.0,United Kingdom
526686,580675,23356,LOVE HOT WATER BOTTLE,6,2011-12-05 14:35:00,5.95,15640.0,United Kingdom
526687,580675,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2011-12-05 14:35:00,0.29,15640.0,United Kingdom
526688,580675,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-12-05 14:35:00,1.45,15640.0,United Kingdom
526689,580675,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-12-05 14:35:00,0.55,15640.0,United Kingdom
526690,580675,84692,BOX OF 24 COCKTAIL PARASOLS,50,2011-12-05 14:35:00,0.42,15640.0,United Kingdom
526691,580675,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-12-05 14:35:00,0.55,15640.0,United Kingdom
526692,580675,23122,PARTY CHARMS 50 PIECES,12,2011-12-05 14:35:00,0.83,15640.0,United Kingdom
526693,580675,22667,RECIPE BOX RETROSPOT ,6,2011-12-05 14:35:00,2.95,15640.0,United Kingdom
526694,580675,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,8,2011-12-05 14:35:00,3.75,15640.0,United Kingdom
526695,580675,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-12-05 14:35:00,2.08,15640.0,United Kingdom
526696,580675,23101,SILVER STARS TABLE DECORATION,12,2011-12-05 14:35:00,0.83,15640.0,United Kingdom
526697,580675,23583,LUNCH BAG PAISLEY PARK  ,10,2011-12-05 14:35:00,1.65,15640.0,United Kingdom
526698,580675,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-12-05 14:35:00,1.95,15640.0,United Kingdom
526699,580675,23598,PAPER BUNTING VINTAGE PARTY,12,2011-12-05 14:35:00,2.95,15640.0,United Kingdom
526700,580675,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-12-05 14:35:00,2.89,15640.0,United Kingdom
526701,580675,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-12-05 14:35:00,2.89,15640.0,United Kingdom
526702,580675,23560,SET OF 6 RIBBONS COUNTRY STYLE,12,2011-12-05 14:35:00,2.89,15640.0,United Kingdom
526703,580675,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,12,2011-12-05 14:35:00,2.89,15640.0,United Kingdom
526704,580675,23561,SET OF 6 RIBBONS PARTY,12,2011-12-05 14:35:00,2.89,15640.0,United Kingdom
526705,580676,23472, NINE DRAWER OFFICE TIDY,3,2011-12-05 14:39:00,14.95,17817.0,United Kingdom
526706,580676,23460,SWEETHEART WALL TIDY ,1,2011-12-05 14:39:00,9.95,17817.0,United Kingdom
526707,580676,22155,STAR DECORATION RUSTIC,3,2011-12-05 14:39:00,0.42,17817.0,United Kingdom
526708,580676,35961,FOLKART ZINC HEART CHRISTMAS DEC,3,2011-12-05 14:39:00,0.85,17817.0,United Kingdom
526709,580676,23215,JINGLE BELL HEART ANTIQUE SILVER,3,2011-12-05 14:39:00,2.08,17817.0,United Kingdom
